pageid,pagetitle,label,revisionid,timestamp,comment,type,editentity,parentid
114,Q17,Japan,158267,2017-01-30T20:32:02Z,b'/* clientsitelink-update:0|ladwiki|ladwiki:Djapon|ladwiki:Japon */',update,sitelink,437127440
118,Q20,Norway,1398606,2016-10-03T04:10:23Z,b'/* wbcreateclaim-create:1| */ [[Property:P3221]]: destination/norway',create,claim,382435303
118,Q20,Norway,1398606,2016-10-05T17:47:32Z,b'/* wbsetclaim-create:2||1 */ [[Property:P3106]]: world/norway',create,claim,383396943
118,Q20,Norway,201849,2016-10-05T18:46:29Z,"b'/* wbcreateclaim-create:1| */ [[Property:P2959]]: [[Q27103362]], #quickstatements'",create,claim,384010156
118,Q20,Norway,609373,2016-10-08T10:59:03Z,"b'/* wbcreateclaim-create:1| */ [[Property:P3270]]: 6, #quickstatements'",create,claim,384025376
118,Q20,Norway,609373,2016-10-08T10:59:06Z,"b'/* wbsetreference-add:2| */ [[Property:P3270]]: 6, #quickstatements'",add,reference,384904696
118,Q20,Norway,609373,2016-10-08T11:15:33Z,"b'/* wbcreateclaim-create:1| */ [[Property:P3271]]: 15, #quickstatements'",create,claim,384904718
118,Q20,Norway,609373,2016-10-08T11:15:37Z,"b'/* wbsetreference-add:2| */ [[Property:P3271]]: 15, #quickstatements'",add,reference,384912920
118,Q20,Norway,609373,2016-10-08T12:45:36Z,"b'/* wbcreateclaim-create:1| */ [[Property:P2997]]: 18, #quickstatements'",create,claim,384912959
118,Q20,Norway,609373,2016-10-08T12:45:41Z,"b'/* wbsetreference-add:2| */ [[Property:P2997]]: 18, #quickstatements'",add,reference,384951307
118,Q20,Norway,161984,2016-10-09T14:43:49Z,b'/* wbcreateclaim-create:1| */ [[Property:P3238]]: no value',create,claim,384951351
118,Q20,Norway,4100,2016-10-10T13:11:19Z,b'/* wbsetclaim-create:2||1 */ [[Property:P122]]: [[Q41614]]',create,claim,385521427
118,Q20,Norway,2336219,2016-10-12T07:07:10Z,b'/* wbeditentity-update:0| */ Added sitelink to [[w:olo:Norviegii]]',update,entity,386104625
118,Q20,Norway,150965,2016-10-15T22:58:57Z,"b'/* wbremoveclaims-remove:1| */ [[Property:P122]]: [[Q41614]], \xd0\xb4\xd1\x83\xd0\xb1\xd0\xbb\xd0\xb8\xd1\x80\xd1\x83\xd1\x8e\xd1\x89\xd0\xb5\xd0\xb5\xd1\x81\xd1\x8f \xd0\xb7\xd0\xbd\xd0\xb0\xd1\x87\xd0\xb5\xd0\xbd\xd0\xb8\xd0\xb5 / duplicate value'",remove,claim,387186328
118,Q20,Norway,609373,2016-10-20T12:51:08Z,"b'/* wbcreateclaim-create:1| */ [[Property:P3000]]: 18, #quickstatements'",create,claim,389326467
118,Q20,Norway,609373,2016-10-20T12:51:11Z,"b'/* wbsetreference-add:2| */ [[Property:P3000]]: 18, #quickstatements'",add,reference,391634897
118,Q20,Norway,609373,2016-10-20T12:51:13Z,"b'/* wbsetqualifier-add:1| */ [[Property:P518]]: [[Q27177113]], #quickstatements'",add,qualifier,391634910
118,Q20,Norway,742954,2016-10-21T22:57:23Z,"b'/* wbcreateclaim-create:1| */ [[Property:P1549]]: Norvegiano, #quickstatements'",create,claim,391634918
118,Q20,Norway,71094,2016-10-21T23:15:06Z,b'/* wbeditentity-update:0| */ BOT:Add labels (Upper case)',update,entity,392466452
118,Q20,Norway,24059,2016-10-23T05:56:23Z,b'/* wbeditentity-update:0| */ Bot: setting proper label for bh',update,entity,392474228
118,Q20,Norway,742954,2016-10-23T21:24:20Z,"b'/* wbcreateclaim-create:1| */ [[Property:P1549]]: Norg\xc3\xa4nan, #quickstatements'",create,claim,393086530
118,Q20,Norway,161984,2016-10-24T01:24:30Z,b'/* wbeditentity-update:0| */ fix language codes: bh -> bho',update,entity,393554917
118,Q20,Norway,99141,2016-10-30T07:43:52Z,"b'/* wbsetclaim-create:2||1 */ [[Property:P2046]]: 385,178\xc2\xb11 square kilometre'",create,claim,393767044
118,Q20,Norway,161984,2016-10-31T17:32:15Z,b'/* wbeditentity-update:0| */ set unit',update,entity,398245267
118,Q20,Norway,161984,2016-10-31T17:48:21Z,b'/* wbeditentity-update:0| */ set unit',update,entity,398958002
118,Q20,Norway,161984,2016-10-31T18:07:13Z,b'/* wbeditentity-update:0| */ set unit',update,entity,398963221
118,Q20,Norway,161984,2016-10-31T18:08:33Z,b'/* wbeditentity-update:0| */ set unit',update,entity,398970005
118,Q20,Norway,5899,2016-11-17T13:45:52Z,b'/* wbsetdescription-add:1|hsb */ stat w sewjernej Europje',add,description,398970510
118,Q20,Norway,5899,2016-11-17T13:45:55Z,b'/* wbsetaliases-add:1|hsb */ Kralestwo Norwegska',add,aliase,408744043
118,Q20,Norway,189508,2016-11-22T07:56:46Z,b'/* wbsetclaim-create:2||1 */ [[Property:P989]]: Hy-\xd5\x86\xd5\xb8\xd6\x80\xd5\xbe\xd5\xa5\xd5\xa3\xd5\xab\xd5\xa1 (Norway).ogg',create,claim,408744068
118,Q20,Norway,136620,2016-11-23T17:23:48Z,b'/* wbsetclaim-create:2||1 */ [[Property:P2999]]: 16 year',create,claim,410224883
118,Q20,Norway,283910,2016-11-30T17:43:49Z,b'/* wbsetclaim-update:2||1 */ [[Property:P37]]: [[Q25167]]',update,claim,410669929
118,Q20,Norway,283910,2016-11-30T17:44:15Z,b'/* wbsetclaim-create:2||1 */ [[Property:P37]]: [[Q25164]]',create,claim,412650559
118,Q20,Norway,283910,2016-11-30T17:44:49Z,b'/* wbsetclaim-create:2||1 */ [[Property:P37]]: [[Q165795]]',create,claim,412650710
118,Q20,Norway,201849,2016-12-02T13:18:39Z,"b'/* wbsetsitelink-add:1|fiwikivoyage */ Norja, #quickstatements'",add,sitelink,412650917
118,Q20,Norway,413467553,2016-12-03T11:34:16Z,b'/* wbsetsitelink-add:1|enwikiversity */ Comparative law and justice/Norway',add,sitelink,413145818
118,Q20,Norway,1787661,2016-12-03T14:00:47Z,b'/* wbsetclaim-update:2||1 */ [[Property:P1081]]: 0.811',update,claim,413467553
118,Q20,Norway,1787661,2016-12-03T14:01:00Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.828',create,claim,413531024
118,Q20,Norway,1787661,2016-12-03T14:01:27Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.849',create,claim,413531146
118,Q20,Norway,1787661,2016-12-03T14:01:40Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.883',create,claim,413531378
118,Q20,Norway,1787661,2016-12-03T14:01:53Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.917',create,claim,413531498
118,Q20,Norway,1787661,2016-12-03T14:02:05Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.931',create,claim,413531626
118,Q20,Norway,1787661,2016-12-03T14:02:21Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.940',create,claim,413531726
118,Q20,Norway,1787661,2016-12-03T14:02:34Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.941',create,claim,413531842
118,Q20,Norway,1787661,2016-12-03T14:02:48Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.942',create,claim,413531960
118,Q20,Norway,1787661,2016-12-03T14:03:02Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.942',create,claim,413532097
118,Q20,Norway,1787661,2016-12-03T14:03:18Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.944',create,claim,413532211
118,Q20,Norway,1787661,2016-12-03T14:03:34Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P1081]]: 0.944',update,claim,413532345
118,Q20,Norway,1787661,2016-12-03T14:03:38Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P1081]]: 0.942',update,claim,413532490
118,Q20,Norway,1787661,2016-12-03T14:03:43Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P1081]]: 0.942',update,claim,413532530
118,Q20,Norway,1787661,2016-12-03T14:03:47Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P1081]]: 0.941',update,claim,413532576
118,Q20,Norway,1787661,2016-12-03T14:03:51Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P1081]]: 0.940',update,claim,413532610
118,Q20,Norway,1787661,2016-12-03T14:04:00Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P1081]]: 0.917',update,claim,413532642
118,Q20,Norway,1787661,2016-12-03T14:04:04Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P1081]]: 0.849',update,claim,413532708
118,Q20,Norway,631372,2016-12-04T09:01:54Z,b'/* wbsetclaim-create:2||1 */ [[Property:P463]]: [[Q1377612]]',create,claim,413532740
118,Q20,Norway,1498395,2016-12-04T11:28:20Z,b'/* wbsetsitelink-add:1|bnwikibooks */ \xe0\xa6\x89\xe0\xa6\x87\xe0\xa6\x95\xe0\xa6\xbf\xe0\xa6\xb6\xe0\xa7\x88\xe0\xa6\xb6\xe0\xa6\xac:\xe0\xa6\x87\xe0\xa6\x89\xe0\xa6\xb0\xe0\xa7\x8b\xe0\xa6\xaa/\xe0\xa6\xa8\xe0\xa6\xb0\xe0\xa6\x93\xe0\xa6\xaf\xe0\xa6\xbc\xe0\xa7\x87',add,sitelink,413849998
118,Q20,Norway,533014,2016-12-05T08:13:12Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1448]]: Royaume de Norv\xc3\xa8ge',create,claim,413887646
118,Q20,Norway,533014,2016-12-05T08:13:33Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P1448]]: Royaume de Norv\xc3\xa8ge',update,claim,414041463
118,Q20,Norway,533014,2016-12-05T08:14:38Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1549]]: Norv\xc3\xa9gien',create,claim,414041514
118,Q20,Norway,533014,2016-12-05T08:15:32Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1549]]: Norv\xc3\xa9gienne',create,claim,414041672
118,Q20,Norway,533014,2016-12-05T08:16:17Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1549]]: Norv\xc3\xa9giens',create,claim,414041796
118,Q20,Norway,533014,2016-12-05T08:16:57Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1549]]: Norv\xc3\xa9giennes',create,claim,414041898
118,Q20,Norway,5456,2016-12-08T19:24:56Z,"b""/* wbcreateclaim-create:1| */ [[Property:P1417]]: place/Norway, #mix'n'match""",create,claim,414041985
118,Q20,Norway,2745401,2016-12-10T15:13:46Z,b'/* wbsetclaim-update:2||1 */ [[Property:P1313]]: [[Q2334076]]',update,claim,414968780
118,Q20,Norway,1787420,2016-12-10T20:10:01Z,b'/* wbsetdescription-add:1|he */ \xd7\x9e\xd7\x93\xd7\x99\xd7\xa0\xd7\x94 \xd7\xa0\xd7\x95\xd7\xa8\xd7\x93\xd7\x99\xd7\xaa \xd7\x91\xd7\xa1\xd7\xa7\xd7\xa0\xd7\x93\xd7\x99\xd7\xa0\xd7\x91\xd7\x99\xd7\x94 \xd7\xa9\xd7\x91\xd7\xa6\xd7\xa4\xd7\x95\xd7\x9f \xd7\x90\xd7\x99\xd7\xa8\xd7\x95\xd7\xa4\xd7\x94',add,description,415446862
118,Q20,Norway,288472,2016-12-21T11:09:42Z,"b'/* wbsetclaim-create:2||1 */ [[Property:P1333]]: 57\xc2\xb057\'34.8""N, 7\xc2\xb034\'10.7""E'",create,claim,415566081
118,Q20,Norway,288472,2016-12-21T11:10:48Z,"b'/* wbsetclaim-create:2||1 */ [[Property:P1334]]: 70\xc2\xb023\'15.1""N, 31\xc2\xb010\'5.5""E'",create,claim,418485670
118,Q20,Norway,288472,2016-12-21T11:11:42Z,"b'/* wbsetclaim-create:2||1 */ [[Property:P1333]]: 57\xc2\xb057\'34.8""N, 7\xc2\xb034\'10.7""E'",create,claim,418486003
118,Q20,Norway,288472,2016-12-21T11:12:46Z,"b'/* wbsetclaim-create:2||1 */ [[Property:P1335]]: 61\xc2\xb02\'34.7""N, 4\xc2\xb038\'17.8""E'",create,claim,418486286
118,Q20,Norway,201849,2016-12-21T19:09:12Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P1448]]: Kongeriket Norge',update,claim,418486620
118,Q20,Norway,201849,2016-12-21T19:09:18Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P1448]]: Kongeriket Noreg',update,claim,418560291
118,Q20,Norway,201849,2016-12-21T19:09:26Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P1448]]: Norgga gonagasriika',update,claim,418560309
118,Q20,Norway,201849,2016-12-21T19:09:32Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P1448]]: N\xc3\xb6\xc3\xb6rjen g\xc3\xa5nkarijhke',update,claim,418560338
118,Q20,Norway,201849,2016-12-21T19:09:47Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P1448]]: Norjan kuningaskunta',update,claim,418560356
118,Q20,Norway,201849,2016-12-21T19:09:53Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P1448]]: Regno di Norvegia',update,claim,418560395
118,Q20,Norway,201849,2016-12-21T19:09:58Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P1448]]: K\xc3\xb6nigreich Norwegen',update,claim,418560408
118,Q20,Norway,201849,2016-12-21T19:10:09Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P1448]]: Royaume de Norv\xc3\xa8ge',update,claim,418560419
118,Q20,Norway,201849,2016-12-21T19:10:21Z,b'/* wbsetclaim-update:2||1 */ [[Property:P1448]]: Vuona g\xc3\xa5n\xc3\xa5gisrijkka',update,claim,418560442
118,Q20,Norway,201849,2016-12-21T19:10:33Z,b'/* wbsetclaim-update:2||1 */ [[Property:P1448]]: Ruijan kuninkhaanriiki',update,claim,418560472
118,Q20,Norway,201849,2016-12-21T19:10:46Z,b'/* wbsetclaim-update:2||1 */ [[Property:P1448]]: Rui\xc4\x91an kuninkhaanriiki',update,claim,418560507
118,Q20,Norway,201849,2016-12-21T19:10:56Z,b'/* wbsetclaim-update:2||1 */ [[Property:P1448]]: Norjan kuningasriikki',update,claim,418560535
118,Q20,Norway,150965,2016-12-22T06:04:07Z,"b'/* wbremoveclaims-remove:1| */ [[Property:P1333]]: 57\xc2\xb057\'34.8""N, 7\xc2\xb034\'10.7""E, \xd0\xb4\xd1\x83\xd0\xb1\xd0\xbb\xd0\xb8\xd1\x80\xd1\x83\xd1\x8e\xd1\x89\xd0\xb5\xd0\xb5\xd1\x81\xd1\x8f \xd0\xb7\xd0\xbd\xd0\xb0\xd1\x87\xd0\xb5\xd0\xbd\xd0\xb8\xd0\xb5 / duplicate value'",remove,claim,418560556
118,Q20,Norway,4279,2016-12-23T23:10:18Z,"b""/* wbcreateclaim-create:1| */ [[Property:P3417]]: Norway, #mix'n'match""",create,claim,418653880
118,Q20,Norway,4279,2016-12-23T23:13:34Z,"b""/* wbcreateclaim-create:1| */ [[Property:P3417]]: Norge, #mix'n'match""",create,claim,419376290
118,Q20,Norway,54239,2017-01-04T19:55:46Z,b'/* wbsetdescription-add:1|bg */ \xd0\xb4\xd1\x8a\xd1\x80\xd0\xb6\xd0\xb0\xd0\xb2\xd0\xb0 \xd0\xb2 \xd0\xa1\xd0\xb5\xd0\xb2\xd0\xb5\xd1\x80\xd0\xbd\xd0\xb0 \xd0\x95\xd0\xb2\xd1\x80\xd0\xbe\xd0\xbf\xd0\xb0',add,description,419377514
118,Q20,Norway,54239,2017-01-04T19:56:20Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1448]]: \xd0\x9a\xd1\x80\xd0\xb0\xd0\xbb\xd1\x81\xd1\x82\xd0\xb2\xd0\xbe \xd0\x9d\xd0\xbe\xd1\x80\xd0\xb2\xd0\xb5\xd0\xb3\xd0\xb8\xd1\x8f',create,claim,424265338
118,Q20,Norway,54239,2017-01-04T19:56:35Z,b'/* wbsetaliases-add:1|bg */ \xd0\x9a\xd1\x80\xd0\xb0\xd0\xbb\xd1\x81\xd1\x82\xd0\xb2\xd0\xbe \xd0\x9d\xd0\xbe\xd1\x80\xd0\xb2\xd0\xb5\xd0\xb3\xd0\xb8\xd1\x8f',add,aliase,424265420
118,Q20,Norway,54239,2017-01-04T19:57:47Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1549]]: \xd0\xbd\xd0\xbe\xd1\x80\xd0\xb2\xd0\xb5\xd0\xb6\xd1\x86\xd0\xb8',create,claim,424265458
118,Q20,Norway,54239,2017-01-04T19:58:12Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1549]]: \xd0\xbd\xd0\xbe\xd1\x80\xd0\xb2\xd0\xb5\xd0\xb6\xd0\xb5\xd1\x86',create,claim,424265600
118,Q20,Norway,54239,2017-01-04T19:58:35Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1549]]: \xd0\xbd\xd0\xbe\xd1\x80\xd0\xb2\xd0\xb5\xd0\xb6\xd0\xba\xd0\xb0',create,claim,424265667
118,Q20,Norway,4279,2017-01-05T19:09:01Z,b'/* wbremoveclaims-remove:1| */ [[Property:P3417]]: Norge',remove,claim,424265719
118,Q20,Norway,101154,2017-01-08T10:40:06Z,b'/* wbsetclaim-create:2||1 */ [[Property:P421]]: [[Q5412119]]',create,claim,424570555
118,Q20,Norway,533014,2017-01-08T12:20:04Z,"b'/* wbcreateclaim-create:1| */ [[Property:P3422]]: 99103, #quickstatements'",create,claim,425576907
118,Q20,Norway,2123122,2017-01-10T09:21:27Z,b'/* wbsetdescription-add:1|hr */ konstitucijska monarhija sjeverne Europe',add,description,425599599
118,Q20,Norway,2123122,2017-01-10T09:21:31Z,"b'/* wbsetaliases-add:4|hr */ NO, NOR, no, Norve\xc5\xa1ko kraljevstvo'",add,aliase,426272409
118,Q20,Norway,2785724,2017-01-20T00:49:07Z,"b""/* wbcreateclaim-create:1| */ [[Property:P3417]]: Norve\xc3\xa7, #mix'n'match""",create,claim,426272427
118,Q20,Norway,469872,2017-01-24T16:46:24Z,b'/* wbsetsitelink-add:1|nlwikinews */ Categorie:Noorwegen',add,sitelink,433126963
118,Q20,Norway,8831,2017-01-24T19:42:24Z,b'/* undo:0||433126963|JayWacker */',undo,,435678940
118,Q20,Norway,12240,2017-01-25T10:46:57Z,b'/* wbsetclaim-create:2||1 */ [[Property:P131]]: [[Q62651]]',create,claim,435723120
118,Q20,Norway,12240,2017-01-25T10:47:41Z,b'/* wbsetclaim-update:2||1|2 */ [[Property:P131]]: [[Q62651]]',update,claim,436020158
118,Q20,Norway,12240,2017-01-25T10:51:08Z,b'/* wbsetclaim-update:2||1|4 */ [[Property:P131]]: [[Q62589]]',update,claim,436020266
118,Q20,Norway,12240,2017-01-25T10:51:19Z,b'/* wbsetclaim-update:2||1|2 */ [[Property:P131]]: [[Q62651]]',update,claim,436020833
118,Q20,Norway,109841,2017-01-26T15:21:08Z,b'/* wbsetsitelink-add:1|fawikiquote */ \xd9\x86\xd8\xb1\xd9\x88\xda\x98',add,sitelink,436020862
118,Q20,Norway,37506,2017-01-28T15:21:48Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1343]]: [[Q602358]]',create,claim,436333054
118,Q20,Norway,37506,2017-01-28T15:22:03Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1343]]: [[Q234535]]',create,claim,437805825
118,Q20,Norway,37506,2017-01-28T15:25:07Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1343]]: [[Q19180675]]',create,claim,437805952
118,Q20,Norway,37506,2017-01-28T15:25:47Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1343]]: [[Q4173137]]',create,claim,437807643
118,Q20,Norway,438450353,2017-01-29T10:42:15Z,b'/* wbsetlabel-set:1|en */ NorwayKFLS',set,label,437808026
118,Q20,Norway,2496,2017-01-29T11:23:10Z,b'Reverted edits by [[Special:Contributions/79.144.9.164|79.144.9.164]] ([[User talk:79.144.9.164|talk]]) to last revision by [[User:Schekinov Alexey Victorovich|Schekinov Alexey Victorovich]]',revert,,438450353
119,Q21,England,201849,2016-10-07T08:57:37Z,"b'/* wbcreateclaim-create:1| */ [[Property:P2959]]: [[Q27115630]], #quickstatements'",create,claim,382435410
119,Q21,England,201849,2016-10-07T10:22:38Z,b'/* wbremoveclaims-remove:1| */ [[Property:P460]]: [[Q19447119]]',remove,claim,384526187
119,Q21,England,388781940,2016-10-15T00:04:21Z,b'/* wbsetclaim-update:2||1 */ [[Property:P1549]]: portugues',update,claim,384542042
119,Q21,England,1354709,2016-10-15T00:38:53Z,b'Reverted 1 edit by [[Special:Contributions/189.90.160.73|189.90.160.73]] ([[User talk:189.90.160.73|talk]]) to last revision by Nikki. ([[WP:TW|TW]])',revert,,388781940
119,Q21,England,250197,2016-10-18T12:17:58Z,b'/* clientsitelink-update:0|cdowiki|cdowiki:\xc4\xacng-g\xc3\xa1ik-l\xc3\xa0ng|cdowiki:England */',update,sitelink,388793115
119,Q21,England,150965,2016-10-22T02:26:21Z,b'/* wbsetclaimvalue:1| */ [[Property:P2959]]: [[Q22665571]]',,claim,390582837
119,Q21,England,24059,2016-10-23T05:56:27Z,b'/* wbeditentity-update:0| */ Bot: setting proper label for bh',update,entity,392527463
119,Q21,England,150965,2016-10-23T13:48:36Z,"b'/* wbremoveclaims-remove:1| */ [[Property:P2959]]: [[Q22665571]], \xd0\xb4\xd1\x83\xd0\xb1\xd0\xbb\xd0\xb8\xd1\x80\xd1\x83\xd1\x8e\xd1\x89\xd0\xb5\xd0\xb5\xd1\x81\xd1\x8f \xd0\xb7\xd0\xbd\xd0\xb0\xd1\x87\xd0\xb5\xd0\xbd\xd0\xb8\xd0\xb5 / duplicate value'",remove,claim,393086550
119,Q21,England,161984,2016-10-24T01:24:32Z,b'/* wbeditentity-update:0| */ fix language codes: bh -> bho',update,entity,393283981
119,Q21,England,148056,2016-10-25T14:03:08Z,b'Reverted edits by [[Special:Contributions/209.255.166.242|209.255.166.242]] ([[User talk:209.255.166.242|talk]]) to last revision by [[User:PLbot|PLbot]]',revert,,395143107
119,Q21,England,404544909,2016-11-09T14:54:06Z,b'/* wbsetclaim-update:2||1 */ [[Property:P1549]]: Angli\xc4\x8dan pene',update,claim,395143545
119,Q21,England,148056,2016-11-09T15:32:44Z,b'Reverted edits by [[Special:Contributions/190.117.215.90|190.117.215.90]] ([[User talk:190.117.215.90|talk]]) to last revision by [[User:Pasleim|Pasleim]]',revert,,404544909
119,Q21,England,2763120,2016-11-14T17:40:56Z,b'/* wbsetsitelink-set:1|nowiki */ Abdulqadir online',set,sitelink,404557548
119,Q21,England,6117,2016-11-14T17:51:51Z,b'/* undo:0||407360777|Abdulqadir.online */',undo,,407360777
119,Q21,England,408003471,2016-11-16T00:12:14Z,b'/* wbsetlabel-set:1|en */ Se dice que en M\xc3\xa9xico e Inglaterra',set,label,407362784
119,Q21,England,148056,2016-11-16T00:18:54Z,b'Reverted edits by [[Special:Contributions/189.163.107.42|189.163.107.42]] ([[User talk:189.163.107.42|talk]]) to last revision by [[User:Anne-Sophie Ofrim|Anne-Sophie Ofrim]]',revert,,408003471
119,Q21,England,26459,2016-11-19T00:46:31Z,b'/* wbsetdescription-add:1|eu */ Erresuma Batuko herrialdea',add,description,408004823
119,Q21,England,55228,2016-11-24T04:34:22Z,b'/* wbsetclaim-create:2||1 */ [[Property:P131]]: [[Q145]]',create,claim,409228444
119,Q21,England,4161,2016-11-29T08:27:11Z,b'/* wbsetsitelink-add:1|fiwikiquote */ Englanti',add,sitelink,410818007
119,Q21,England,201849,2016-12-02T19:56:52Z,"b'/* wbsetsitelink-add:1|fiwikivoyage */ Englanti, #quickstatements'",add,sitelink,412260033
119,Q21,England,1522796,2016-12-03T03:05:35Z,b'/* clientsitelink-remove:1||nahwiki */ Inglatlalpan',remove,sitelink,413263343
119,Q21,England,2775175,2016-12-17T10:36:55Z,b'/* wbsetlabel-set:1|gom */ \xe0\xb2\x87\xe0\xb2\x82\xe0\xb2\x97\xe0\xb3\x8d\xe0\xb2\xb2\xe0\xb3\x86\xe0\xb2\x82\xe0\xb2\xa1\xe0\xb3\x8d',set,label,413353783
119,Q21,England,3328,2016-12-24T11:39:34Z,"b""/* wbcreateclaim-create:1| */ [[Property:P3417]]: England, #mix'n'match""",create,claim,417383319
119,Q21,England,8831,2016-12-29T13:20:16Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P1549]]: \xd0\xb0\xd0\xbd\xd0\xb3\xd0\xbb\xd1\x96\xd1\x87\xd0\xb0\xd0\xbd\xd0\xb5',update,claim,419608115
119,Q21,England,8831,2016-12-29T13:20:39Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1549]]: \xd0\xb0\xd0\xbd\xd0\xb3\xd0\xbb\xd0\xb8\xd1\x87\xd0\xb0\xd0\xbd\xd0\xb8\xd0\xbd',create,claim,421934197
119,Q21,England,8831,2016-12-29T13:20:55Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1549]]: \xd0\xb0\xd0\xbd\xd0\xb3\xd0\xbb\xd0\xb8\xd1\x87\xd0\xb0\xd0\xbd\xd0\xba\xd0\xb0',create,claim,421934315
119,Q21,England,8831,2016-12-29T13:21:10Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1549]]: \xd0\xb0\xd0\xbd\xd0\xb3\xd0\xbb\xd0\xb8\xd1\x87\xd0\xb0\xd0\xbd\xd0\xb5',create,claim,421934400
119,Q21,England,5462,2017-01-04T10:48:21Z,b'/* wbeditentity-update:0| */ via [[:w:ru:\xd0\x92\xd0\x9f:WE-F|WE-Framework gadget]] from ruwiki',update,entity,421934468
119,Q21,England,54239,2017-01-04T21:13:50Z,b'/* wbsetdescription-add:1|bg */ \xd1\x87\xd0\xb0\xd1\x81\xd1\x82 \xd0\xbe\xd1\x82 \xd0\x9e\xd0\xb1\xd0\xb5\xd0\xb4\xd0\xb8\xd0\xbd\xd0\xb5\xd0\xbd\xd0\xbe\xd1\x82\xd0\xbe \xd0\xba\xd1\x80\xd0\xb0\xd0\xbb\xd1\x81\xd1\x82\xd0\xb2\xd0\xbe \xd0\x92\xd0\xb5\xd0\xbb\xd0\xb8\xd0\xba\xd0\xbe\xd0\xb1\xd1\x80\xd0\xb8\xd1\x82\xd0\xb0\xd0\xbd\xd0\xb8\xd1\x8f \xd0\xb8 \xd0\xa1\xd0\xb5\xd0\xb2\xd0\xb5\xd1\x80\xd0\xbd\xd0\xb0 \xd0\x98\xd1\x80\xd0\xbb\xd0\xb0\xd0\xbd\xd0\xb4\xd0\xb8\xd1\x8f',add,description,424162708
119,Q21,England,54239,2017-01-04T21:15:03Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1549]]: \xd0\xb0\xd0\xbd\xd0\xb3\xd0\xbb\xd0\xb8\xd1\x87\xd0\xb0\xd0\xbd\xd0\xb8',create,claim,424274943
119,Q21,England,156103,2017-01-05T14:02:46Z,b'/* wbmergeitems-from:0||Q19701426 */',merge,mergeitems,424275035
119,Q21,England,101154,2017-01-07T11:48:06Z,b'/* wbsetclaim-create:2||1 */ [[Property:P421]]: [[Q16894228]]',create,claim,424501387
119,Q21,England,2123122,2017-01-10T09:59:53Z,"b'/* wbsetdescription-add:1|hr */ dr\xc5\xbeava sjeverozapadne Europe, \xc4\x8dlanica Ujedinjenog Kraljevstva'",add,description,425383007
119,Q21,England,2123122,2017-01-10T09:59:55Z,b'/* wbsetaliases-add:1|hr */ ENG',add,aliase,426286385
119,Q21,England,2785724,2017-01-20T00:43:40Z,"b""/* wbcreateclaim-create:1| */ [[Property:P3417]]: Anglia, #mix'n'match""",create,claim,426286393
119,Q21,England,2785724,2017-01-20T00:44:11Z,"b""/* wbcreateclaim-create:1| */ [[Property:P3417]]: Engeland, #mix'n'match""",create,claim,433126473
