pageid,pagetitle,label,revisionid,timestamp,comment,type,editentity,parentid
124,Q28,Hungary,229997,2016-10-18T15:25:12Z,b'/* wbsetclaim-create:2||1 */ [[Property:P47]]: [[Q15180]]',create,claim,387182778
124,Q28,Hungary,229997,2016-10-18T15:26:07Z,b'/* wbsetclaim-create:2||1 */ [[Property:P206]]: [[Q6396]]',create,claim,390626570
124,Q28,Hungary,229997,2016-10-18T15:26:19Z,b'/* wbsetclaim-create:2||1 */ [[Property:P206]]: [[Q1653]]',create,claim,390626821
124,Q28,Hungary,229997,2016-10-18T15:26:34Z,b'/* wbsetclaim-create:2||1 */ [[Property:P206]]: [[Q748872]]',create,claim,390626871
124,Q28,Hungary,229997,2016-10-18T15:26:58Z,b'/* wbsetclaim-create:2||1 */ [[Property:P206]]: [[Q134350]]',create,claim,390626946
124,Q28,Hungary,229997,2016-10-18T15:27:33Z,b'/* wbsetclaim-create:2||1 */ [[Property:P206]]: [[Q171009]]',create,claim,390627078
124,Q28,Hungary,229997,2016-10-18T16:15:18Z,b'/* wbsetclaim-update:2||1 */ [[Property:P47]]: [[Q214]]',update,claim,390627278
124,Q28,Hungary,229997,2016-10-18T16:15:30Z,b'/* wbsetclaim-update:2||1 */ [[Property:P47]]: [[Q212]]',update,claim,390643737
124,Q28,Hungary,229997,2016-10-18T16:15:41Z,b'/* wbsetclaim-update:2||1 */ [[Property:P47]]: [[Q218]]',update,claim,390643797
124,Q28,Hungary,229997,2016-10-18T16:15:55Z,b'/* wbsetclaim-update:2||1 */ [[Property:P47]]: [[Q403]]',update,claim,390643847
124,Q28,Hungary,229997,2016-10-18T16:16:07Z,b'/* wbsetclaim-update:2||1 */ [[Property:P47]]: [[Q224]]',update,claim,390643909
124,Q28,Hungary,229997,2016-10-18T16:16:19Z,b'/* wbsetclaim-update:2||1 */ [[Property:P47]]: [[Q215]]',update,claim,390643970
124,Q28,Hungary,229997,2016-10-18T16:16:33Z,b'/* wbsetclaim-update:2||1 */ [[Property:P47]]: [[Q40]]',update,claim,390644038
124,Q28,Hungary,609373,2016-10-20T12:50:33Z,"b'/* wbcreateclaim-create:1| */ [[Property:P3000]]: 18, #quickstatements'",create,claim,390644112
124,Q28,Hungary,609373,2016-10-20T12:50:36Z,"b'/* wbsetreference-add:2| */ [[Property:P3000]]: 18, #quickstatements'",add,reference,391634740
124,Q28,Hungary,609373,2016-10-20T12:50:37Z,"b'/* wbsetqualifier-add:1| */ [[Property:P518]]: [[Q27177113]], #quickstatements'",add,qualifier,391634751
124,Q28,Hungary,742954,2016-10-21T22:55:31Z,"b'/* wbcreateclaim-create:1| */ [[Property:P1549]]: Hungariano, #quickstatements'",create,claim,391634764
124,Q28,Hungary,71094,2016-10-22T00:04:26Z,b'/* wbeditentity-update:0| */ BOT:Add labels (Upper case)',update,entity,392465644
124,Q28,Hungary,742954,2016-10-22T12:58:10Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1549]]: hungaro',create,claim,392490559
124,Q28,Hungary,24059,2016-10-23T05:56:45Z,b'/* wbeditentity-update:0| */ Bot: setting proper label for bh',update,entity,392750644
124,Q28,Hungary,742954,2016-10-23T21:25:23Z,"b'/* wbcreateclaim-create:1| */ [[Property:P1549]]: Macar\xc3\xa4nan, #quickstatements'",create,claim,393086658
124,Q28,Hungary,161984,2016-10-24T01:24:39Z,b'/* wbeditentity-update:0| */ fix language codes: bh -> bho',update,entity,393555770
124,Q28,Hungary,91653,2016-10-28T22:56:00Z,b'/* wbsetlabel-set:1|pam */ Hungriya',set,label,393767181
124,Q28,Hungary,91653,2016-10-28T22:56:03Z,b'/* wbsetaliases-set:1|pam */ Ungriya',set,aliase,397550499
124,Q28,Hungary,99141,2016-10-30T14:14:23Z,"b'/* wbsetclaim-update:2||1 */ [[Property:P2046]]: 93,011.40\xc2\xb10.01 square kilometre'",update,claim,397550516
124,Q28,Hungary,161984,2016-10-31T17:27:53Z,b'/* wbeditentity-update:0| */ set unit',update,entity,398376958
124,Q28,Hungary,161984,2016-10-31T17:48:05Z,b'/* wbeditentity-update:0| */ set unit',update,entity,398956701
124,Q28,Hungary,161984,2016-10-31T18:07:53Z,b'/* wbeditentity-update:0| */ set unit',update,entity,398963127
124,Q28,Hungary,161984,2016-10-31T18:09:29Z,b'/* wbeditentity-update:0| */ set unit',update,entity,398970279
124,Q28,Hungary,92516,2016-11-19T12:41:58Z,b'/* undo:0||377683179|92.249.250.7 */ revert constraint violation',revert,,398970826
124,Q28,Hungary,33956,2016-11-19T13:38:02Z,b'/* wbsetclaim-update:2||1 */ [[Property:P2852]]: [[Q27887993]]',update,claim,409321416
124,Q28,Hungary,2752187,2016-11-25T00:44:12Z,b'/* wbcreateclaim-create:1| */ [[Property:P3348]]: 9419',create,claim,409341667
124,Q28,Hungary,1787661,2016-11-26T13:08:20Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.700',create,claim,411030349
124,Q28,Hungary,1787661,2016-11-26T13:08:32Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.711',create,claim,411605360
124,Q28,Hungary,1787661,2016-11-26T13:08:47Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.703',create,claim,411605442
124,Q28,Hungary,1787661,2016-11-26T13:08:58Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.740',create,claim,411605539
124,Q28,Hungary,1787661,2016-11-26T13:09:12Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.769',create,claim,411605610
124,Q28,Hungary,1787661,2016-11-26T13:09:25Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.802',create,claim,411605675
124,Q28,Hungary,1787661,2016-11-26T13:09:40Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.821',create,claim,411605737
124,Q28,Hungary,1787661,2016-11-26T13:09:55Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.823',create,claim,411605833
124,Q28,Hungary,1787661,2016-11-26T13:10:58Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.823',create,claim,411605924
124,Q28,Hungary,1787661,2016-11-26T13:11:13Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.825',create,claim,411606267
124,Q28,Hungary,1787661,2016-11-26T13:11:26Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.828',create,claim,411606361
124,Q28,Hungary,1787661,2016-11-26T13:11:43Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P1081]]: 0.703',update,claim,411606445
124,Q28,Hungary,1787661,2016-11-26T13:12:07Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P1081]]: 0.769',update,claim,411606546
124,Q28,Hungary,1787661,2016-11-26T13:12:15Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P1081]]: 0.821',update,claim,411606685
124,Q28,Hungary,1787661,2016-11-26T13:12:20Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P1081]]: 0.823',update,claim,411606723
124,Q28,Hungary,1787661,2016-11-26T13:12:27Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P1081]]: 0.823',update,claim,411606747
124,Q28,Hungary,1787661,2016-11-26T13:12:31Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P1081]]: 0.825',update,claim,411606778
124,Q28,Hungary,1787661,2016-11-26T13:12:37Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P1081]]: 0.828',update,claim,411606802
124,Q28,Hungary,201849,2016-12-02T13:06:24Z,"b'/* wbsetsitelink-add:1|fiwikivoyage */ Unkari, #quickstatements'",add,sitelink,411606835
124,Q28,Hungary,2387220,2016-12-04T18:13:40Z,b'/* clientsitelink-update:0|gagwiki|gagwiki:Vengriya|gagwiki:Ungariya */',update,sitelink,413142489
124,Q28,Hungary,889167,2016-12-15T08:26:39Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1549]]: ungersk',create,claim,413965039
124,Q28,Hungary,288472,2016-12-21T11:21:34Z,"b'/* wbsetclaim-update:2||1 */ [[Property:P1332]]: 48\xc2\xb035\'6.8""N, 21\xc2\xb026\'22.2""E'",update,claim,416562989
124,Q28,Hungary,4279,2016-12-23T23:20:29Z,"b""/* wbcreateclaim-create:1| */ [[Property:P3417]]: Hungary, #mix'n'match""",create,claim,418488709
124,Q28,Hungary,2387220,2016-12-29T18:15:10Z,b'/* clientsitelink-update:0|cvwiki|cvwiki:\xd0\x92\xd0\xb5\xd0\xbd\xd0\xb3\xd1\x80\xd0\xb8|cvwiki:\xd0\xa5\xd1\x83\xd0\xbd\xd0\xba\xc4\x83\xd1\x80\xd0\xb8 */',update,sitelink,419380013
124,Q28,Hungary,54239,2017-01-04T22:22:08Z,b'/* wbsetdescription-add:1|bg */ \xd0\xb4\xd1\x8a\xd1\x80\xd0\xb6\xd0\xb0\xd0\xb2\xd0\xb0 \xd0\xb2 \xd0\xa6\xd0\xb5\xd0\xbd\xd1\x82\xd1\x80\xd0\xb0\xd0\xbb\xd0\xbd\xd0\xb0 \xd0\x95\xd0\xb2\xd1\x80\xd0\xbe\xd0\xbf\xd0\xb0',add,description,422072273
124,Q28,Hungary,54239,2017-01-04T22:22:55Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1549]]: \xd1\x83\xd0\xbd\xd0\xb3\xd0\xb0\xd1\x80\xd1\x86\xd0\xb8',create,claim,424284805
124,Q28,Hungary,54239,2017-01-04T22:23:40Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1549]]: \xd1\x83\xd0\xbd\xd0\xb3\xd0\xb0\xd1\x80\xd0\xb5\xd1\x86',create,claim,424284911
124,Q28,Hungary,54239,2017-01-04T22:24:08Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1549]]: \xd1\x83\xd0\xbd\xd0\xb3\xd0\xb0\xd1\x80\xd0\xba\xd0\xb0',create,claim,424285010
124,Q28,Hungary,288472,2017-01-07T05:57:49Z,"b'/* wbsetclaim-create:2||1 */ [[Property:P1332]]: 48\xc2\xb035\'6.7""N, 21\xc2\xb026\'22.6""E'",create,claim,424285066
124,Q28,Hungary,288472,2017-01-07T05:59:30Z,"b'/* wbsetclaim-create:2||1 */ [[Property:P1333]]: 45\xc2\xb044\'13.34134""N, 18\xc2\xb026\'48.69712""E'",create,claim,425191276
124,Q28,Hungary,,2017-01-07T06:00:35Z,"b'/* wbsetclaim-create:2||1 */ [[Property:P1334]]: 45\xc2\xb011\'42.7""N, 19\xc2\xb026\'51.4""E'",create,claim,425192282
124,Q28,Hungary,288472,2017-01-07T06:01:40Z,"b'/* wbsetclaim-create:2||1 */ [[Property:P1335]]: 46\xc2\xb052\'7.0""N, 16\xc2\xb06\'48.6""E'",create,claim,425192949
124,Q28,Hungary,288472,2017-01-07T06:02:33Z,"b'/* wbsetclaim-update:2||1 */ [[Property:P1334]]: 47\xc2\xb057\'14.0""N, 22\xc2\xb053\'47.4""E'",update,claim,425193609
124,Q28,Hungary,288472,2017-01-07T06:40:33Z,"b'/* wbremoveclaims-remove:1| */ [[Property:P1332]]: 48\xc2\xb035\'6.7""N, 21\xc2\xb026\'22.6""E'",remove,claim,425194161
124,Q28,Hungary,101154,2017-01-08T10:56:37Z,b'/* wbsetclaim-create:2||1 */ [[Property:P421]]: [[Q5412101]]',create,claim,425217614
124,Q28,Hungary,533014,2017-01-08T12:17:23Z,"b'/* wbcreateclaim-create:1| */ [[Property:P3422]]: 99112, #quickstatements'",create,claim,425578871
124,Q28,Hungary,2123122,2017-01-10T14:42:01Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1549]]: ma\xc4\x91ar',create,claim,425598426
124,Q28,Hungary,2123122,2017-01-10T14:42:43Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1549]]: ma\xc4\x91arica',create,claim,426403335
124,Q28,Hungary,2123122,2017-01-10T14:42:52Z,b'/* wbsetdescription-add:1|hr */ dr\xc5\xbeava srednje Europe',add,description,426403574
124,Q28,Hungary,2123122,2017-01-10T14:42:54Z,b'/* wbsetaliases-add:1|hr */ Mad\xc5\xbearska',add,aliase,426403660
124,Q28,Hungary,109841,2017-01-25T18:35:04Z,b'/* wbsetsitelink-add:1|fawikiquote */ \xd9\x85\xd8\xac\xd8\xa7\xd8\xb1\xd8\xb3\xd8\xaa\xd8\xa7\xd9\x86',add,sitelink,426403674
125,Q29,Spain,277856,2016-10-02T10:01:33Z,b'/* wbsetsitelink-add:1|nsowiki */ Spain',add,sitelink,382701123
125,Q29,Spain,1398606,2016-10-03T05:08:05Z,b'/* wbcreateclaim-create:1| */ [[Property:P3221]]: destination/spain',create,claim,383134805
125,Q29,Spain,383731313,2016-10-04T16:39:34Z,b'/* wbsetlabel-set:1|en */ Tokio',set,label,383407664
125,Q29,Spain,129322,2016-10-04T16:41:05Z,b'Reverted edits by [[Special:Contributions/83.34.80.218|83.34.80.218]] ([[User talk:83.34.80.218|talk]]) to last revision by [[User:Thinkcontext|Thinkcontext]]',revert,,383731313
125,Q29,Spain,857840,2016-10-04T18:09:02Z,b'/* wbsetaliases-add:1|en */ ESP',add,aliase,383731483
125,Q29,Spain,857840,2016-10-04T18:09:04Z,"b'/* wbsetaliases-add:2|es */ ES, ESP'",add,aliase,383741617
125,Q29,Spain,857840,2016-10-04T18:09:06Z,"b'/* wbsetaliases-add:2|ca */ ES, ESP'",add,aliase,383741620
125,Q29,Spain,857840,2016-10-04T18:09:08Z,"b'/* wbsetaliases-add:3|gl */ Reino de Espa\xc3\xb1a, ES, ESP'",add,aliase,383741625
125,Q29,Spain,857840,2016-10-04T18:12:57Z,b'/* wbsetclaim-update:2||1 */ [[Property:P150]]: [[Q191011]]',update,claim,383741629
125,Q29,Spain,857840,2016-10-04T18:15:33Z,b'/* wbsetclaim-update:2||1 */ [[Property:P94]]: Escudo de Espa\xc3\xb1a (mazonado).svg',update,claim,383742082
125,Q29,Spain,857840,2016-10-04T18:16:45Z,b'/* wbsetclaim-create:2||1 */ [[Property:P94]]: Escudo de Espa\xc3\xb1a (1977-1981).svg',create,claim,383742347
125,Q29,Spain,857840,2016-10-04T18:16:58Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P94]]: Escudo de Espa\xc3\xb1a (mazonado).svg',update,claim,383742486
125,Q29,Spain,124251,2016-10-05T19:05:20Z,b'/* wbsetclaim-create:2||1 */ [[Property:P3106]]: world/spain',create,claim,383742506
125,Q29,Spain,201849,2016-10-07T09:39:34Z,"b'/* wbcreateclaim-create:1| */ [[Property:P2959]]: [[Q27131892]], #quickstatements'",create,claim,384029379
125,Q29,Spain,201849,2016-10-07T09:39:37Z,"b'/* wbcreateclaim-create:1| */ [[Property:P2959]]: [[Q20820613]], #quickstatements'",create,claim,384534936
125,Q29,Spain,201849,2016-10-07T09:39:39Z,"b'/* wbcreateclaim-create:1| */ [[Property:P2959]]: [[Q27131893]], #quickstatements'",create,claim,384534943
125,Q29,Spain,201849,2016-10-07T09:58:52Z,b'/* wbremoveclaims-remove:1| */ [[Property:P460]]: [[Q20820613]]',remove,claim,384534948
125,Q29,Spain,384587383,2016-10-07T14:13:02Z,b'/* wbsetlabel-set:1|en */ Mordor',set,label,384537948
125,Q29,Spain,129322,2016-10-07T14:13:46Z,b'Reverted edits by [[Special:Contributions/62.42.17.225|62.42.17.225]] ([[User talk:62.42.17.225|talk]]) to last revision by [[User:Nikki|Nikki]]',revert,,384587383
125,Q29,Spain,71094,2016-10-07T21:18:03Z,b'/* wbeditentity-update:0| */ BOT:Add labels (Upper case)',update,entity,384587493
125,Q29,Spain,384831836,2016-10-08T06:26:40Z,"b'/* wbsetlabeldescriptionaliases:3|en */ Catalunya, Parlamentary democracy in Southwest Europe, Catalu\xc3\xb1a Rep\xc3\xbablica Catalana. CAT'",,label,384668335
125,Q29,Spain,4323,2016-10-08T08:16:01Z,b'/* restore:0||384668335|ValterVBot */',restore,,384831836
125,Q29,Spain,609373,2016-10-08T10:59:43Z,"b'/* wbcreateclaim-create:1| */ [[Property:P3270]]: 6, #quickstatements'",create,claim,384849385
125,Q29,Spain,609373,2016-10-08T10:59:46Z,"b'/* wbsetreference-add:2| */ [[Property:P3270]]: 6, #quickstatements'",add,reference,384905001
125,Q29,Spain,609373,2016-10-08T11:16:09Z,"b'/* wbcreateclaim-create:1| */ [[Property:P3271]]: 16, #quickstatements'",create,claim,384905019
125,Q29,Spain,609373,2016-10-08T11:16:13Z,"b'/* wbsetreference-add:2| */ [[Property:P3271]]: 16, #quickstatements'",add,reference,384913213
125,Q29,Spain,148056,2016-10-09T13:51:23Z,b'/* wbsetclaim-create:2||1 */ [[Property:P3238]]: no value',create,claim,384913245
125,Q29,Spain,101154,2016-10-09T16:04:57Z,b'/* wbremoveclaims-remove:1| */ [[Property:P17]]: [[Q29]]',remove,claim,385501567
125,Q29,Spain,150965,2016-10-10T02:14:29Z,b'',,,385554461
125,Q29,Spain,609373,2016-10-10T06:33:18Z,b'/* wbremoveclaims-remove:1| */ [[Property:P2959]]: [[Q21287186]]',remove,claim,385858191
125,Q29,Spain,609373,2016-10-10T07:59:45Z,b'/* wbsetclaim-create:2||1 */ [[Property:P3000]]: 18\xc2\xb11',create,claim,385953438
125,Q29,Spain,609373,2016-10-10T08:00:18Z,b'/* wbsetclaim-update:2||1 */ [[Property:P3000]]: 18',update,claim,385987710
125,Q29,Spain,609373,2016-10-10T08:00:51Z,b'/* wbsetclaim-update:2||1|2 */ [[Property:P3000]]: 16 years old',update,claim,385987931
125,Q29,Spain,2336219,2016-10-12T07:23:45Z,b'/* wbeditentity-update:0| */ Added sitelink to [[w:olo:Ispuanii]]',update,entity,385988084
125,Q29,Spain,388150155,2016-10-13T21:41:14Z,b'/* wbsetlabel-set:1|en */ Irak',set,label,387190839
125,Q29,Spain,388150285,2016-10-13T21:41:44Z,b'/* wbsetlabeldescriptionaliases:3|en */ Irak',,label,388150155
125,Q29,Spain,129322,2016-10-13T21:43:57Z,b'Reverted edits by [[Special:Contributions/88.21.85.87|88.21.85.87]] ([[User talk:88.21.85.87|talk]]) to last revision by [[User:EdgarsBot|EdgarsBot]]',revert,,388150285
125,Q29,Spain,388669954,2016-10-14T19:47:08Z,b'/* wbsetclaim-update:2||1 */ [[Property:P1151]]: [[Q10815282]]',update,claim,388150834
125,Q29,Spain,603736,2016-10-14T20:17:33Z,b'/* restore:0||388150834|Jared Preston */',restore,,388669954
125,Q29,Spain,4424,2016-10-18T06:48:29Z,b'/* undo:0||385554461|Jefft0 */ like others',undo,,388685002
125,Q29,Spain,150965,2016-10-18T12:44:13Z,b'/* wbsetqualifier-update:1| */ [[Property:P531]]: [[Q833853]]',update,qualifier,390535980
125,Q29,Spain,391146094,2016-10-19T16:03:16Z,b'/* wbsetlabel-set:1|en */ Espa\xc3\xb1a',set,label,390587371
125,Q29,Spain,391146110,2016-10-19T16:03:19Z,b'/* wbsetlabel-set:1|es */ Vernoy es homosexual',set,label,391146094
125,Q29,Spain,391146140,2016-10-19T16:03:21Z,b'/* wbsetdescription-set:1|en */ Espa\xc3\xb1a',set,description,391146110
125,Q29,Spain,391146158,2016-10-19T16:03:23Z,b'/* wbsetdescription-set:1|es */ Vernoy se la come',set,description,391146140
125,Q29,Spain,391146758,2016-10-19T16:04:29Z,b'/* wbsetlabel-set:1|en */ Vernoy',set,label,391146158
125,Q29,Spain,391148958,2016-10-19T16:09:16Z,b'/* restore:0||390587371|KrBot */',restore,,391146758
125,Q29,Spain,609373,2016-10-20T12:51:39Z,"b'/* wbsetreference-add:2| */ [[Property:P3000]]: 18, #quickstatements'",add,reference,391148958
125,Q29,Spain,742954,2016-10-21T22:55:26Z,"b'/* wbcreateclaim-create:1| */ [[Property:P1549]]: Hispaniano, #quickstatements'",create,claim,391635040
125,Q29,Spain,71094,2016-10-22T00:04:28Z,b'/* wbeditentity-update:0| */ BOT:Add labels (Upper case)',update,entity,392465619
125,Q29,Spain,742954,2016-10-22T12:59:04Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1549]]: hispano',create,claim,392490569
125,Q29,Spain,24059,2016-10-23T05:56:49Z,b'/* wbeditentity-update:0| */ Bot: setting proper label for bh',update,entity,392751051
125,Q29,Spain,742954,2016-10-23T21:25:25Z,"b'/* wbcreateclaim-create:1| */ [[Property:P1549]]: Spany\xc3\xa4nan, #quickstatements'",create,claim,393086681
125,Q29,Spain,161984,2016-10-24T01:24:42Z,b'/* wbeditentity-update:0| */ fix language codes: bh -> bho',update,entity,393555806
125,Q29,Spain,396669478,2016-10-27T07:31:17Z,b'/* wbsetclaim-update:2||1 */ [[Property:P2082]]: 66662023',update,claim,393767219
125,Q29,Spain,2496,2016-10-27T10:51:50Z,b'Reverted edits by [[Special:Contributions/46.245.144.178|46.245.144.178]] ([[User talk:46.245.144.178|talk]]) to last revision by [[User:PLbot|PLbot]]',revert,,396669478
125,Q29,Spain,397437853,2016-10-28T16:48:14Z,b'/* wbsetlabel-set:1|en */ DeboraPepinillo',set,label,396768361
125,Q29,Spain,1572065,2016-10-28T16:49:50Z,b'Reverted edits by [[Special:Contributions/95.120.199.123|95.120.199.123]] ([[User talk:95.120.199.123|talk]]) to last revision by [[User:YMS|YMS]]',revert,,397437853
125,Q29,Spain,99141,2016-10-30T12:12:08Z,"b'/* wbsetclaim-create:2||1 */ [[Property:P2046]]: 505,990\xc2\xb11 square kilometre'",create,claim,397438431
125,Q29,Spain,398366035,2016-10-30T13:43:42Z,b'/* wbsetlabel-set:1|en */ ffdfhyjkjh',set,label,398334368
125,Q29,Spain,398366876,2016-10-30T13:45:56Z,b'/* undo:0||398366035|181.49.66.10 */',undo,,398366035
125,Q29,Spain,2496,2016-10-30T13:50:48Z,b'',,,398366876
125,Q29,Spain,2496,2016-10-30T13:51:54Z,b'/* undo:0||398366035|181.49.66.10 */',undo,,398368646
125,Q29,Spain,161984,2016-10-31T18:02:51Z,b'/* wbeditentity-update:0| */ set unit',update,entity,398369039
125,Q29,Spain,161984,2016-10-31T18:07:27Z,b'/* wbeditentity-update:0| */ set unit',update,entity,398968365
125,Q29,Spain,161984,2016-10-31T18:09:38Z,b'/* wbeditentity-update:0| */ set unit',update,entity,398970097
125,Q29,Spain,296229,2016-11-06T15:32:38Z,b'/* clientsitelink-update:0|lrcwiki|lrcwiki:\xd8\xa6\xd8\xb3\xd9\xbe\xd8\xa7\xd9\x86\xdb\x8c\xd8\xa7|lrcwiki:\xd8\xa5\xd8\xb3\xd9\xbe\xd8\xa7\xd9\x86\xd9\x8a\xd8\xa7 */',update,sitelink,398970888
125,Q29,Spain,2761702,2016-11-10T15:07:36Z,b'/* wbsetclaim-create:2||1 */ [[Property:P37]]: [[Q32641]]',create,claim,402208490
125,Q29,Spain,2761702,2016-11-10T15:07:55Z,b'/* wbsetclaim-update:2||1|5 */ [[Property:P37]]: [[Q7026]]',update,claim,405247947
125,Q29,Spain,406706460,2016-11-13T11:59:50Z,b'/* wbsetlabel-set:1|en */ Euzkadi',set,label,405248044
125,Q29,Spain,676903,2016-11-13T12:08:49Z,b'/* undo:0||406706460|37.218.15.254 */',undo,,406706460
125,Q29,Spain,8831,2016-11-14T13:48:41Z,b'/* wbsetclaim-update:2||1|2 */ [[Property:P37]]: [[Q9307]]',update,claim,406709505
125,Q29,Spain,8831,2016-11-14T13:49:01Z,b'/* wbsetclaim-update:2||1|4 */ [[Property:P37]]: [[Q8752]]',update,claim,407290840
125,Q29,Spain,8831,2016-11-14T13:49:19Z,b'/* wbsetclaim-update:2||1|4 */ [[Property:P37]]: [[Q7026]]',update,claim,407290963
125,Q29,Spain,8831,2016-11-14T13:49:28Z,b'/* wbsetclaim-update:2||1|2 */ [[Property:P37]]: [[Q10196]]',update,claim,407291072
125,Q29,Spain,8831,2016-11-14T13:49:43Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P37]]: [[Q32641]]',update,claim,407291128
125,Q29,Spain,408405497,2016-11-16T19:45:42Z,b'/* wbsetclaim-update:2||1|2 */ [[Property:P2884]]: 230 volt',update,claim,407291212
125,Q29,Spain,603736,2016-11-16T20:45:00Z,b'/* undo:0||408405497|50.201.56.93 */',undo,,408405497
125,Q29,Spain,408675065,2016-11-17T10:37:47Z,b'/* wbsetlabel-set:1|en */ France',set,label,408416977
125,Q29,Spain,53613,2016-11-17T10:43:35Z,b'Reverted edits by [[Special:Contributions/83.54.1.147|83.54.1.147]] ([[User talk:83.54.1.147|talk]]) to last revision by [[User:Runner1928|Runner1928]]',revert,,408675065
125,Q29,Spain,409032276,2016-11-18T10:15:15Z,b'/* wbsetsitelink-add:1|enwikiversity */ Comparative law and justice/Spain',add,sitelink,408676525
125,Q29,Spain,412290831,2016-11-29T12:28:20Z,b'/* wbsetlabel-set:1|ca */ Catalunya',set,label,409032276
125,Q29,Spain,412290839,2016-11-29T12:28:23Z,b'/* wbsetaliases-set:1|ca */ Republica Catalana',set,aliase,412290831
125,Q29,Spain,724589,2016-11-29T14:01:38Z,b'/* undo:0||412290839|188.87.190.51 */',undo,,412290839
125,Q29,Spain,724589,2016-11-29T14:01:56Z,b'/* undo:0||412290831|188.87.190.51 */',undo,,412301958
125,Q29,Spain,507040,2016-11-30T17:35:23Z,b'/* clientsitelink-update:0|gnwiki|gnwiki:Ep\xc3\xa1\xc3\xb1a|gnwiki:Karairet\xc3\xa3 */',update,sitelink,412301984
125,Q29,Spain,201849,2016-12-02T13:05:31Z,"b'/* wbsetsitelink-add:1|fiwikivoyage */ Espanja, #quickstatements'",add,sitelink,412647941
125,Q29,Spain,1787661,2016-12-03T12:50:38Z,b'/* wbsetclaim-update:2||1 */ [[Property:P1081]]: 0.702',update,claim,413142286
125,Q29,Spain,1787661,2016-12-03T12:51:32Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.725',create,claim,413502209
125,Q29,Spain,1787661,2016-12-03T12:51:46Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.756',create,claim,413502601
125,Q29,Spain,1787661,2016-12-03T12:52:00Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.803',create,claim,413502710
125,Q29,Spain,1787661,2016-12-03T12:52:27Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.827',create,claim,413502832
125,Q29,Spain,1787661,2016-12-03T12:52:40Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.845',create,claim,413503070
125,Q29,Spain,1787661,2016-12-03T12:52:53Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.867',create,claim,413503177
125,Q29,Spain,1787661,2016-12-03T12:53:08Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.870',create,claim,413503281
125,Q29,Spain,1787661,2016-12-03T12:53:23Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.874',create,claim,413503403
125,Q29,Spain,1787661,2016-12-03T12:53:38Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.874',create,claim,413503513
125,Q29,Spain,1787661,2016-12-03T12:53:53Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1081]]: 0.876',create,claim,413503612
125,Q29,Spain,1787661,2016-12-03T12:54:03Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P1081]]: 0.876',update,claim,413503736
125,Q29,Spain,1787661,2016-12-03T12:54:09Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P1081]]: 0.874',update,claim,413503826
125,Q29,Spain,1787661,2016-12-03T12:54:13Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P1081]]: 0.874',update,claim,413503868
125,Q29,Spain,1787661,2016-12-03T12:54:19Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P1081]]: 0.870',update,claim,413503903
