pageid,pagetitle,revisionid,timestamp,comment,type,editentity,parentid
146,Q2013,2757385,2016-10-30T00:50:12Z,b'/* wbremoveclaims-remove:1| */ [[Property:P646]]: /m/0j9kvph',remove,claim,398153152
146,Q2013,2757385,2016-10-30T00:50:19Z,b'/* wbremoveclaims-remove:1| */ [[Property:P1800]]: wikidatawiki',remove,claim,398153199
146,Q2013,24057,2016-10-30T01:09:35Z,b'/* restore:0||393032736|John123521 */ reverting vandalism',revert,vandalism,398153224
146,Q2013,248188,2016-10-30T13:52:39Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P275]]: [[Q6938433]]',update,claim,398157205
146,Q2013,713,2016-10-30T17:38:48Z,b'/* wbsetclaim-update:2||1|2 */ [[Property:P275]]: [[Q6938433]]',update,claim,398369337
146,Q2013,158926,2016-11-02T08:21:36Z,b'/* wbsetlabel-add:1|aeb-arab */ \xd9\x88\xd9\x8a\xd9\x83\xd9\x8a\xd9\x85\xd8\xb9\xd9\x84\xd9\x88\xd9\x85\xd8\xa9',add,label,398470687
146,Q2013,158926,2016-11-02T08:21:37Z,b'/* wbsetaliases-add:1|aeb-arab */ \xd9\x88\xd9\x8a\xd9\x83\xd9\x8a \xd8\xaf\xd8\xa7\xd8\xaa\xd8\xa7',add,aliase,399885932
146,Q2013,8831,2016-11-04T17:26:12Z,b'/* wbsetclaim-update:2||1 */ [[Property:P856]]: https://www.wikidata.org',update,claim,399885942
146,Q2013,8831,2016-11-04T17:26:42Z,b'/* wbsetclaim-create:2||1 */ [[Property:P2959]]: [[Q18325389]]',create,claim,401103032
146,Q2013,8831,2016-11-04T17:26:44Z,b'/* wbremoveclaims-remove:1| */ [[Property:P460]]: [[Q18325389]]',remove,claim,401103177
146,Q2013,147068,2016-11-04T19:21:13Z,b'/* clientsitelink-update:0|hywiki|hywiki:\xd5\x8e\xd5\xab\xd6\x84\xd5\xab\xd5\xb7\xd5\xbf\xd5\xa5\xd5\xb4\xd5\xa1\xd6\x80\xd5\xa1\xd5\xb6|hywiki:\xd5\x8e\xd5\xab\xd6\x84\xd5\xab\xd5\xbf\xd5\xbe\xd5\xb5\xd5\xa1\xd5\xac\xd5\xb6\xd5\xa5\xd6\x80 */',update,sitelink,401103183
