pageid,pagetitle,revisionid,timestamp,comment,type,editentity,parentid
607,Q401,183910,2016-11-14T14:04:13Z,b'/* wbsetsitelink-set-both:2|zhwiki */ \xe6\xa5\x94\xe5\xbd\xa2\xe6\x96\x87\xe5\xad\x97',set,sitelink,393091682
607,Q401,2013419,2016-12-17T18:36:22Z,b'/* wbsetsitelink-add:1|cywiki */ Ysgrifen gynffurf',add,sitelink,407295881
607,Q401,285797,2016-12-20T15:24:17Z,b'/* wbsetsitelink-add:1|liwiki */ Nagelsjrif',add,sitelink,
607,Q401,4279,2016-12-24T11:11:06Z,"b""/* wbcreateclaim-create:1| */ [[Property:P3417]]: Cuneiform, #mix'n'match""",create,claim,418339176
607,Q401,1529466,2016-12-27T08:00:51Z,b'/* wbsetlabel-add:1|cy */ Ysgrifen gynffurf',add,label,419594296
608,Q402,1398606,2016-10-03T02:57:52Z,b'/* wbcreateclaim-create:1| */ [[Property:P3221]]: subject/higgs-boson',create,claim,374244984
608,Q402,85228,2016-10-15T21:53:48Z,b'/* wbsetlabel-set:1|gl */ bos\xc3\xb3n de Higgs',set,label,383384328
608,Q402,85228,2016-10-15T21:53:49Z,b'/* wbsetlabel-set:1|pt */ bos\xc3\xa3o de Higgs',set,label,389289541
608,Q402,85228,2016-10-15T21:53:50Z,b'/* wbsetlabel-add:1|pt-br */ b\xc3\xb3son de Higgs',add,label,389289549
608,Q402,85228,2016-10-15T21:53:51Z,b'/* wbsetdescription-add:1|pt */ part\xc3\xadcula elementar',add,description,389289558
608,Q402,85228,2016-10-15T21:53:51Z,b'/* wbsetdescription-add:1|pt-br */ part\xc3\xadcula elementar',add,description,389289565
608,Q402,85228,2016-10-15T21:53:52Z,"b'/* wbsetaliases-add:2|pt */ part\xc3\xadcula de Higgs, part\xc3\xadcula de Deus'",add,aliase,389289569
608,Q402,395036420,2016-10-25T11:25:33Z,b'/* wbsetlabel-set:1|en */ Higgs m m',set,label,389289578
608,Q402,129322,2016-10-25T11:27:09Z,b'Reverted edits by [[Special:Contributions/5.40.0.24|5.40.0.24]] ([[User talk:5.40.0.24|talk]]) to last revision by [[User:Sarilho1|Sarilho1]]',revert,,395036420
608,Q402,148056,2016-11-21T19:36:03Z,b'/* wbcreateclaim-create:1| */ [[Property:P2200]]: 0\xc2\xb10 elementary charge',create,claim,395037043
608,Q402,148056,2016-11-21T19:36:04Z,b'/* wbsetreference-add:2| */ [[Property:P2200]]: 0\xc2\xb10 elementary charge',add,reference,410097234
608,Q402,14078,2016-12-23T18:21:48Z,b'/* wbremoveclaims-remove:1| */ [[Property:P517]]: [[Q849919]]',remove,claim,410097239
608,Q402,14078,2016-12-23T18:21:51Z,b'/* wbremoveclaims-remove:1| */ [[Property:P517]]: [[Q11412]]',remove,claim,419275866
608,Q402,14078,2016-12-23T18:22:16Z,b'/* wbsetclaim-create:2||1 */ [[Property:P517]]: [[Q849919]]',create,claim,419275887
608,Q402,14078,2016-12-23T18:22:27Z,b'/* wbsetclaim-create:2||1 */ [[Property:P517]]: [[Q11412]]',create,claim,419276034
608,Q402,14078,2016-12-23T18:22:54Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P517]]: [[Q11412]]',update,claim,419276090
608,Q402,14078,2016-12-23T18:23:10Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P517]]: [[Q849919]]',update,claim,419276244
608,Q402,14078,2016-12-23T22:09:59Z,b'/* wbsetclaim-create:2||1 */ [[Property:P189]]: [[Q39]]',create,claim,419276339
608,Q402,4279,2016-12-24T11:09:47Z,"b""/* wbcreateclaim-create:1| */ [[Property:P3417]]: Higgs-Boson, #mix'n'match""",create,claim,419350750
608,Q402,24059,2016-12-27T10:20:51Z,b'/* wbsetclaim-update:2||1 */ [[Property:P2200]]: 0 elementary charge',update,claim,419593903
608,Q402,14078,2017-01-04T16:53:54Z,b'/* wbsetclaim-create:2||1 */ [[Property:P2645]]: 1.56',create,claim,421225926
608,Q402,14078,2017-01-04T16:55:58Z,b'/* wbsetclaim-update:2||1 */ [[Property:P2645]]: 0.00000156 attosecond',update,claim,424241775
608,Q402,14078,2017-01-04T16:56:40Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P2645]]: 0.00000156 attosecond',update,claim,424241985
608,Q402,14078,2017-01-04T16:57:38Z,b'/* wbsetclaim-create:2||1 */ [[Property:P2645]]: 0.000001 attosecond',create,claim,424242054
608,Q402,14078,2017-01-04T16:58:06Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P2645]]: 0.000001 attosecond',update,claim,424242149
608,Q402,14078,2017-01-04T16:58:09Z,b'/* wbsetclaim-update:2||1 */ [[Property:P2645]]: 0.000156 attosecond',update,claim,424242195
608,Q402,14078,2017-01-04T16:58:29Z,b'/* wbsetclaim-update:2||1 */ [[Property:P1122]]: 0',update,claim,424242199
608,Q402,14078,2017-01-04T16:59:40Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P517]]: [[Q11412]]',update,claim,424242234
608,Q402,14078,2017-01-04T16:59:52Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P517]]: [[Q11412]]',update,claim,424242374
608,Q402,14078,2017-01-04T17:00:10Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P517]]: [[Q11412]]',update,claim,424242397
608,Q402,14078,2017-01-04T17:01:21Z,b'/* wbsetclaim-update:2||1|2 */ [[Property:P517]]: [[Q11412]]',update,claim,424242430
608,Q402,14078,2017-01-04T17:04:01Z,b'/* wbsetclaim-create:2||1 */ [[Property:P2223]]: 13',create,claim,424242592
608,Q402,14078,2017-01-04T17:05:33Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P2223]]: 13',update,claim,424242875
608,Q402,14078,2017-01-04T17:06:10Z,b'/* wbsetclaim-update:2||1|2 */ [[Property:P2223]]: 13',update,claim,424243052
608,Q402,14078,2017-01-04T17:06:32Z,"b'/* wbsetclaim-update:2||1 */ [[Property:P2223]]: 13,000,000 electronvolt'",update,claim,424243108
608,Q402,14078,2017-01-04T17:08:59Z,"b'/* wbsetclaim-update:2||1|2 */ [[Property:P2223]]: 13,000,000 electronvolt'",update,claim,424243146
608,Q402,14078,2017-01-04T17:11:53Z,b'/* wbsetclaim-create:2||1 */ [[Property:P279]]: [[Q46344]]',create,claim,424243376
608,Q402,14078,2017-01-04T17:12:11Z,b'/* wbsetclaim-create:2||1 */ [[Property:P279]]: [[Q4204340]]',create,claim,424243595
608,Q402,14078,2017-01-04T17:15:13Z,b'/* wbsetclaim-create:2||1 */ [[Property:P575]]: 2012',create,claim,424243622
608,Q402,14078,2017-01-04T17:15:35Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P575]]: 2012',update,claim,424243845
609,Q403,1398606,2016-10-03T04:58:04Z,b'/* wbcreateclaim-create:1| */ [[Property:P3221]]: destination/serbia',create,claim,382242101
609,Q403,201849,2016-10-05T18:48:01Z,"b'/* wbcreateclaim-create:1| */ [[Property:P2959]]: [[Q27103068]], #quickstatements'",create,claim,383405798
609,Q403,124251,2016-10-05T22:57:43Z,b'/* wbsetclaim-create:2||1 */ [[Property:P3106]]: world/serbia',create,claim,384025751
609,Q403,2719836,2016-10-06T22:49:33Z,"b'/* wbcreateclaim-create:1| */ [[Property:P2046]]: 88,361.0 square kilometre'",create,claim,384080280
609,Q403,2719836,2016-10-06T22:49:42Z,"b'/* wbsetreference-add:2| */ [[Property:P2046]]: 88,361.0 square kilometre'",add,reference,384455746
609,Q403,230499,2016-10-08T10:10:05Z,"b'/* wbsetaliases-add:2|sr */ \xd0\xa0\xd0\xb5\xd0\xbf\xd1\x83\xd0\xb1\xd0\xbb\xd0\xb8\xd0\xba\xd0\xb0 \xd0\xa1\xd1\x80\xd0\xb1\xd0\xb8\xd1\x98\xd0\xb0, rs'",add,aliase,384455753
609,Q403,230499,2016-10-08T10:11:13Z,b'/* wbsetclaim-create:2||1 */ [[Property:P78]]: [[Q45155]]',create,claim,384879891
